Trans_Code,Account,Trans_Date,Reference,Description,Amount_Excl,Tax_Type,Amount_Incl,Exchange_Rate,Foreign_Amount_Excl,Foreign_Amount_Incl,Base_VAT,Foreign_VAT,Sun_Date,ROUTES ANAL,CUST_CODE,Travel_Date,File Type
SI,D3A080,01/07/2023,505870,PNR:564520 VC:BD752,110534.15,7,110534.15,140.45,787,787,0.0,0.0,01072023,1508,D3A080,,H
SI,410010,01/07/2023,505870,PNR:564520 VC:BD752,110534.15,7,110534.15,140.45,787,787,0.0,0.0,01072023,1508,D3A080,,D
SI,D3CS01,01/07/2023,505871,PNR:5E0C1A,593682.15,7,593682.15,140.45,4227,4227,0.0,0.0,01072023,1513,D3CS01,,H
SI,410010,01/07/2023,505871,PNR:5E0C1A,593682.15,7,593682.15,140.45,4227,4227,0.0,0.0,01072023,1513,D3CS01,,D
SI,D3A001,01/07/2023,505872,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,01072023,1529,D3A001,,H
SI,,01/07/2023,505872,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,01072023,1529,D3A001,,D
SC,D3A001,01/07/2023,505873,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,01072023,1529,D3A001,,H
SC,,01/07/2023,505873,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,01072023,1529,D3A001,,D
SI,D3A001,01/07/2023,505874,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,01072023,1529,D3A001,,H
SI,,01/07/2023,505874,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,01072023,1529,D3A001,,D
SI,D3CS01,01/07/2023,505875,PNR:56587F,55477.75,7,55477.75,140.45,395,395,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505875,PNR:56587F,55477.75,7,55477.75,140.45,395,395,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3A001,01/07/2023,505876,PNR:501EB1 VC:867,993796.11,7,993796.11,140.45,7075.8,7075.8,0.0,0.0,01072023,1529,D3A001,,H
SI,,01/07/2023,505876,PNR:501EB1 VC:867,993796.11,7,993796.11,140.45,7075.8,7075.8,0.0,0.0,01072023,1529,D3A001,,D
SI,D3K056,01/07/2023,505877,PNR:565880 VC:328,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,01072023,1501,D3K056,,H
SI,,01/07/2023,505877,PNR:565880 VC:328,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,01072023,1501,D3K056,,D
SI,D3O026,01/07/2023,505878,PNR:51389F,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,H
SI,,01/07/2023,505878,PNR:51389F,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,D
SI,D3CS01,01/07/2023,505879,PNR:565B75,110955.5,7,110955.5,140.45,790,790,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505879,PNR:565B75,110955.5,7,110955.5,140.45,790,790,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505880,PNR:50246B,108567.85,7,108567.85,140.45,773,773,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505880,PNR:50246B,108567.85,7,108567.85,140.45,773,773,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505881,PNR:59DD82,30941.14,7,30941.14,140.4500227,220.3,220.3,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505881,PNR:59DD82,30941.14,7,30941.14,140.4500227,220.3,220.3,0.0,0.0,01072023,1501,D3CS01,,D
SC,D3O026,01/07/2023,505882,PNR:51389F,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,H
SC,,01/07/2023,505882,PNR:51389F,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,D
SC,D3CS01,01/07/2023,505883,PNR:58A9CB VC:Email,377525.46,7,377525.46,138.45,2726.8,2726.8,0.0,0.0,01072023,1501,D3CS01,,H
SC,,01/07/2023,505883,PNR:58A9CB VC:Email,377525.46,7,377525.46,138.45,2726.8,2726.8,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3O026,01/07/2023,505884,PNR:51389F,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,H
SI,,01/07/2023,505884,PNR:51389F,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,D
SI,D3CS01,01/07/2023,505885,PNR:58A9CB VC:Email,335106.68,7,335106.68,140.450001,2385.95,2385.95,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505885,PNR:58A9CB VC:Email,335106.68,7,335106.68,140.450001,2385.95,2385.95,0.0,0.0,01072023,1501,D3CS01,,D
SC,D3V003,01/07/2023,505886,PNR:537BEB VC:BBIS130951,256435.26,7,256435.26,140.1500011,1829.72,1829.72,0.0,0.0,01072023,1501,D3V003,,H
SC,,01/07/2023,505886,PNR:537BEB VC:BBIS130951,256435.26,7,256435.26,140.1500011,1829.72,1829.72,0.0,0.0,01072023,1501,D3V003,,D
SI,D3V003,01/07/2023,505887,PNR:537BEB VC:BBIS130951,256984.17,7,256984.17,140.4499978,1829.72,1829.72,0.0,0.0,01072023,1501,D3V003,,H
SI,,01/07/2023,505887,PNR:537BEB VC:BBIS130951,256984.17,7,256984.17,140.4499978,1829.72,1829.72,0.0,0.0,01072023,1501,D3V003,,D
SI,D3A050,01/07/2023,505888,PNR:5EADD5 VC:79837,67050.83,7,67050.83,140.45,477.4,477.4,0.0,0.0,01072023,1513,D3A050,,H
SI,410010,01/07/2023,505888,PNR:5EADD5 VC:79837,67050.83,7,67050.83,140.45,477.4,477.4,0.0,0.0,01072023,1513,D3A050,,D
SC,D3CS01,01/07/2023,505889,PNR:559C02,95540.26,7,95540.26,140.1500073,681.7,681.7,0.0,0.0,01072023,1501,D3CS01,,H
SC,,01/07/2023,505889,PNR:559C02,95540.26,7,95540.26,140.1500073,681.7,681.7,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505890,PNR:56363A,39326,7,39326,140.45,280,280,0.0,0.0,01072023,1526,D3CS01,,H
SI,,01/07/2023,505890,PNR:56363A,39326,7,39326,140.45,280,280,0.0,0.0,01072023,1526,D3CS01,,D
SI,D3CS01,01/07/2023,505891,PNR:559C02,123834.77,7,123834.77,140.4500057,881.7,881.7,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505891,PNR:559C02,123834.77,7,123834.77,140.4500057,881.7,881.7,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505892,PNR:5613AD,147086.26,7,147086.26,140.4499976,1047.25,1047.25,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505892,PNR:5613AD,147086.26,7,147086.26,140.4499976,1047.25,1047.25,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505893,PNR:543562,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505893,PNR:543562,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,01072023,1501,D3CS01,,D
SC,D3CS01,01/07/2023,505894,PNR:543562,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,01072023,1501,D3CS01,,H
SC,,01/07/2023,505894,PNR:543562,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505895,PNR:543562,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505895,PNR:543562,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3O026,01/07/2023,505896,PNR:595F73 VC:11588244,95744.77,7,95744.77,140.4500073,681.7,681.7,0.0,0.0,01072023,1501,D3O026,,H
SI,,01/07/2023,505896,PNR:595F73 VC:11588244,95744.77,7,95744.77,140.4500073,681.7,681.7,0.0,0.0,01072023,1501,D3O026,,D
SI,D3O026,01/07/2023,505897,PNR:5664B8,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,H
SI,,01/07/2023,505897,PNR:5664B8,3511.25,7,3511.25,140.45,25,25,0.0,0.0,01072023,1501,D3O026,,D
SC,D3D018,01/07/2023,505898,PNR:52CE27 VC:WB1998,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,01072023,1501,D3D018,,H
SC,,01/07/2023,505898,PNR:52CE27 VC:WB1998,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,01072023,1501,D3D018,,D
SI,D3D018,01/07/2023,505899,PNR:52CE27 VC:WB1998,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,01072023,1501,D3D018,,H
SI,,01/07/2023,505899,PNR:52CE27 VC:WB1998,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,01072023,1501,D3D018,,D
SI,D3CS01,01/07/2023,505900,PNR:51E3E5,818576.31,7,818576.31,140.4500003,5828.24,5828.24,0.0,0.0,01072023,1522,D3CS01,,H
SI,,01/07/2023,505900,PNR:51E3E5,818576.31,7,818576.31,140.4500003,5828.24,5828.24,0.0,0.0,01072023,1522,D3CS01,,D
SI,D3CS01,01/07/2023,505901,PNR:529F98,346700.83,7,346700.83,140.450002,2468.5,2468.5,0.0,0.0,01072023,1522,D3CS01,,H
SI,,01/07/2023,505901,PNR:529F98,346700.83,7,346700.83,140.450002,2468.5,2468.5,0.0,0.0,01072023,1522,D3CS01,,D
SC,D3CS01,01/07/2023,505902,PNR:5F7BEB,45702.43,7,45702.43,140.45,325.4,325.4,0.0,0.0,01072023,1509,D3CS01,,H
SC,,01/07/2023,505902,PNR:5F7BEB,45702.43,7,45702.43,140.45,325.4,325.4,0.0,0.0,01072023,1509,D3CS01,,D
SI,D3CS01,01/07/2023,505903,PNR:5F7BEB,45702.43,7,45702.43,140.45,325.4,325.4,0.0,0.0,01072023,1509,D3CS01,,H
SI,,01/07/2023,505903,PNR:5F7BEB,45702.43,7,45702.43,140.45,325.4,325.4,0.0,0.0,01072023,1509,D3CS01,,D
SI,D3B026,01/07/2023,505904,PNR:58DF71 VC:Whitney x 11 (Rothschild Safaris,722595.59,7,722595.59,140.4497276,5144.87,5144.87,0.0,0.0,01072023,1516,D3B026,,H
SI,,01/07/2023,505904,PNR:58DF71 VC:Whitney x 11 (Rothschild Safaris,722595.59,7,722595.59,140.4497276,5144.87,5144.87,0.0,0.0,01072023,1516,D3B026,,D
SI,D3l007,01/07/2023,505905,PNR:5B4FC9 VC:00847,305057.4,7,305057.4,140.45,2172,2172,0.0,0.0,01072023,1522,D3l007,,H
SI,,01/07/2023,505905,PNR:5B4FC9 VC:00847,305057.4,7,305057.4,140.45,2172,2172,0.0,0.0,01072023,1522,D3l007,,D
SI,D3C003,01/07/2023,505906,PNR:5DCD09 VC:A27377,151629.82,7,151629.82,140.45,1079.6,1079.6,0.0,0.0,01072023,1513,D3C003,,H
SI,410010,01/07/2023,505906,PNR:5DCD09 VC:A27377,151629.82,7,151629.82,140.45,1079.6,1079.6,0.0,0.0,01072023,1513,D3C003,,D
SI,D3C003,01/07/2023,505907,PNR:5034B4 VC:#48204,637432.33,7,637432.33,140.4500011,4538.5,4538.5,0.0,0.0,01072023,1513,D3C003,,H
SI,410010,01/07/2023,505907,PNR:5034B4 VC:#48204,637432.33,7,637432.33,140.4500011,4538.5,4538.5,0.0,0.0,01072023,1513,D3C003,,D
SI,D3CS01,01/07/2023,505908,PNR:5665C1,61882.27,7,61882.27,140.45,440.6,440.6,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505908,PNR:5665C1,61882.27,7,61882.27,140.45,440.6,440.6,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3S114,01/07/2023,505909,PNR:584A9E VC:4B3546,43595.68,7,43595.68,140.45,310.4,310.4,0.0,0.0,01072023,1501,D3S114,,H
SI,,01/07/2023,505909,PNR:584A9E VC:4B3546,43595.68,7,43595.68,140.45,310.4,310.4,0.0,0.0,01072023,1501,D3S114,,D
SI,D3CS01,01/07/2023,505910,PNR:587B40,646912.7,7,646912.7,140.45,4606,4606,0.0,0.0,01072023,1513,D3CS01,,H
SI,410010,01/07/2023,505910,PNR:587B40,646912.7,7,646912.7,140.45,4606,4606,0.0,0.0,01072023,1513,D3CS01,,D
SI,D3CS01,01/07/2023,505911,PNR:592D38,90449.8,7,90449.8,140.45,644,644,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505911,PNR:592D38,90449.8,7,90449.8,140.45,644,644,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505912,PNR:565EBB,24403.19,7,24403.19,140.4500144,173.75,173.75,0.0,0.0,01072023,1515,D3CS01,,H
SI,,01/07/2023,505912,PNR:565EBB,24403.19,7,24403.19,140.4500144,173.75,173.75,0.0,0.0,01072023,1515,D3CS01,,D
SI,D3C003,01/07/2023,505913,PNR:5BBA98 VC:A23092,310001.24,7,310001.24,140.45,2207.2,2207.2,0.0,0.0,01072023,1513,D3C003,,H
SI,410010,01/07/2023,505913,PNR:5BBA98 VC:A23092,310001.24,7,310001.24,140.45,2207.2,2207.2,0.0,0.0,01072023,1513,D3C003,,D
SI,D3CS01,01/07/2023,505914,PNR:567B40,246967.28,7,246967.28,140.45,1758.4,1758.4,0.0,0.0,01072023,1501,D3CS01,,H
SI,,01/07/2023,505914,PNR:567B40,246967.28,7,246967.28,140.45,1758.4,1758.4,0.0,0.0,01072023,1501,D3CS01,,D
SI,D3CS01,01/07/2023,505915,PNR:567EEF,112360,7,112360,140.45,800,800,0.0,0.0,01072023,1525,D3CS01,,H
SI,,01/07/2023,505915,PNR:567EEF,112360,7,112360,140.45,800,800,0.0,0.0,01072023,1525,D3CS01,,D
SI,D3CS01,02/07/2023,505916,PNR:568625,121629.7,7,121629.7,140.45,866,866,0.0,0.0,02072023,1523,D3CS01,,H
SI,,02/07/2023,505916,PNR:568625,121629.7,7,121629.7,140.45,866,866,0.0,0.0,02072023,1523,D3CS01,,D
SI,D3CS01,02/07/2023,505917,PNR:568655,60814.85,7,60814.85,140.45,433,433,0.0,0.0,02072023,1523,D3CS01,,H
SI,,02/07/2023,505917,PNR:568655,60814.85,7,60814.85,140.45,433,433,0.0,0.0,02072023,1523,D3CS01,,D
SI,D3V003,02/07/2023,505918,PNR:55726B VC:323298,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,02072023,1501,D3V003,,H
SI,,02/07/2023,505918,PNR:55726B VC:323298,88251.76,7,88251.76,140.450004,628.35,628.35,0.0,0.0,02072023,1501,D3V003,,D
SI,D3A021,02/07/2023,505919,PNR:5CFB65 VC:email,384271.2,7,384271.2,140.45,2736,2736,0.0,0.0,02072023,1501,D3A021,,H
SI,,02/07/2023,505919,PNR:5CFB65 VC:email,384271.2,7,384271.2,140.45,2736,2736,0.0,0.0,02072023,1501,D3A021,,D
SC,D3A001,02/07/2023,505920,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,02072023,1529,D3A001,,H
SC,,02/07/2023,505920,PNR:501F0B VC:33857/1,110421.79,7,110421.79,140.45,786.2,786.2,0.0,0.0,02072023,1529,D3A001,,D
SI,D3A001,02/07/2023,505921,PNR:501F0B VC:33857/1,79944.14,7,79944.14,140.45,569.2,569.2,0.0,0.0,02072023,1529,D3A001,,H
SI,,02/07/2023,505921,PNR:501F0B VC:33857/1,79944.14,7,79944.14,140.45,569.2,569.2,0.0,0.0,02072023,1529,D3A001,,D
SC,D3A001,02/07/2023,505922,PNR:501EB1 VC:867,993796.11,7,993796.11,140.45,7075.8,7075.8,0.0,0.0,02072023,1529,D3A001,,H
SC,,02/07/2023,505922,PNR:501EB1 VC:867,993796.11,7,993796.11,140.45,7075.8,7075.8,0.0,0.0,02072023,1529,D3A001,,D
SI,D3A001,02/07/2023,505923,PNR:501EB1 VC:867,719497.26,7,719497.26,140.45,5122.8,5122.8,0.0,0.0,02072023,1529,D3A001,,H
SI,,02/07/2023,505923,PNR:501EB1 VC:867,719497.26,7,719497.26,140.45,5122.8,5122.8,0.0,0.0,02072023,1529,D3A001,,D
SI,D3A001,02/07/2023,505924,PNR:56F29A VC:26381/1,200141.25,7,200141.25,140.45,1425,1425,0.0,0.0,02072023,1522,D3A001,,H
SI,,02/07/2023,505924,PNR:56F29A VC:26381/1,200141.25,7,200141.25,140.45,1425,1425,0.0,0.0,02072023,1522,D3A001,,D
SI,D3CS01,02/07/2023,505925,PNR:568A1B,33988.9,7,33988.9,140.45,242,242,0.0,0.0,02072023,1501,D3CS01,,H
SI,,02/07/2023,505925,PNR:568A1B,33988.9,7,33988.9,140.45,242,242,0.0,0.0,02072023,1501,D3CS01,,D
SI,D3CS01,02/07/2023,505926,PNR:563D83,3511.25,7,3511.25,140.45,25,25,0.0,0.0,02072023,1511,D3CS01,,H
SI,,02/07/2023,505926,PNR:563D83,3511.25,7,3511.25,140.45,25,25,0.0,0.0,02072023,1511,D3CS01,,D
SI,D3CS01,02/07/2023,505927,PNR:540932 VC:7626,190618.74,7,190618.74,140.45,1357.2,1357.2,0.0,0.0,02072023,1513,D3CS01,,H
SI,410010,02/07/2023,505927,PNR:540932 VC:7626,190618.74,7,190618.74,140.45,1357.2,1357.2,0.0,0.0,02072023,1513,D3CS01,,D
SI,D3V003,02/07/2023,505928,PNR:568E31 VC:437415,235338.02,7,235338.02,140.45,1675.6,1675.6,0.0,0.0,02072023,1501,D3V003,,H
SI,,02/07/2023,505928,PNR:568E31 VC:437415,235338.02,7,235338.02,140.45,1675.6,1675.6,0.0,0.0,02072023,1501,D3V003,,D
SI,D3R023,02/07/2023,505929,PNR:5DE132 VC:Rebate #59710,58918.78,7,58918.78,140.4500119,419.5,419.5,0.0,0.0,02072023,1508,D3R023,,H
SI,410010,02/07/2023,505929,PNR:5DE132 VC:Rebate #59710,58918.78,7,58918.78,140.4500119,419.5,419.5,0.0,0.0,02072023,1508,D3R023,,D
SI,D3cs01,02/07/2023,505930,PNR:569228,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,02072023,1501,D3cs01,,H
SI,,02/07/2023,505930,PNR:569228,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,02072023,1501,D3cs01,,D
SI,D3A001,02/07/2023,505931,PNR:50CED5 VC:AKD21072,356967.72,7,356967.72,140.45,2541.6,2541.6,0.0,0.0,02072023,1522,D3A001,,H
SI,,02/07/2023,505931,PNR:50CED5 VC:AKD21072,356967.72,7,356967.72,140.45,2541.6,2541.6,0.0,0.0,02072023,1522,D3A001,,D
SI,D3A001,02/07/2023,505932,PNR:5C1065 VC:AKD15590 /35927/3		,248526.28,7,248526.28,140.4500028,1769.5,1769.5,0.0,0.0,02072023,1513,D3A001,,H
SI,410010,02/07/2023,505932,PNR:5C1065 VC:AKD15590 /35927/3		,248526.28,7,248526.28,140.4500028,1769.5,1769.5,0.0,0.0,02072023,1513,D3A001,,D
SI,D3P002,02/07/2023,505933,PNR:56C610 VC:PTS230700087,254972.93,7,254972.93,140.45,1815.4,1815.4,0.0,0.0,02072023,1513,D3P002,,H
SI,410010,02/07/2023,505933,PNR:56C610 VC:PTS230700087,254972.93,7,254972.93,140.45,1815.4,1815.4,0.0,0.0,02072023,1513,D3P002,,D
SI,D3P002,02/07/2023,505934,PNR:579EB0 VC:PTS230700138,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,02072023,1501,D3P002,,H
SI,,02/07/2023,505934,PNR:579EB0 VC:PTS230700138,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,02072023,1501,D3P002,,D
SC,D3CS01,02/07/2023,505935,PNR:55FB65,70005.6,7,70005.6,138.9,504,504,0.0,0.0,02072023,1508,D3CS01,,H
SC,410010,02/07/2023,505935,PNR:55FB65,70005.6,7,70005.6,138.9,504,504,0.0,0.0,02072023,1508,D3CS01,,D
SI,D3CS01,02/07/2023,505936,PNR:5926F7,121629.7,7,121629.7,140.45,866,866,0.0,0.0,02072023,1516,D3CS01,,H
SI,,02/07/2023,505936,PNR:5926F7,121629.7,7,121629.7,140.45,866,866,0.0,0.0,02072023,1516,D3CS01,,D
SI,D3T054,02/07/2023,505937,PNR:5D5C44 VC:EMAIL,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,02072023,1501,D3T054,,H
SI,,02/07/2023,505937,PNR:5D5C44 VC:EMAIL,191489.53,7,191489.53,140.45,1363.4,1363.4,0.0,0.0,02072023,1501,D3T054,,D
SC,D3P002,02/07/2023,505938,PNR:50088D VC:PTS230700414,124075.02,7,124075.02,127.1,976.2,976.2,0.0,0.0,02072023,1509,D3P002,,H
SC,,02/07/2023,505938,PNR:50088D VC:PTS230700414,124075.02,7,124075.02,127.1,976.2,976.2,0.0,0.0,02072023,1509,D3P002,,D
SI,D3P002,02/07/2023,505939,PNR:50088D VC:PTS230700414,137107.29,7,137107.29,140.45,976.2,976.2,0.0,0.0,02072023,1509,D3P002,,H
SI,,02/07/2023,505939,PNR:50088D VC:PTS230700414,137107.29,7,137107.29,140.45,976.2,976.2,0.0,0.0,02072023,1509,D3P002,,D
SI,D3A001,02/07/2023,505940,PNR:56C70F VC:AKD13885/18033/2/18040/3,185394,7,185394,140.45,1320,1320,0.0,0.0,02072023,1515,D3A001,,H
SI,,02/07/2023,505940,PNR:56C70F VC:AKD13885/18033/2/18040/3,185394,7,185394,140.45,1320,1320,0.0,0.0,02072023,1515,D3A001,,D
SC,D3R023,02/07/2023,505941,PNR:5DE132 VC:Rebate #59710,58918.78,7,58918.78,140.4500119,419.5,419.5,0.0,0.0,02072023,1508,D3R023,,H
SC,410010,02/07/2023,505941,PNR:5DE132 VC:Rebate #59710,58918.78,7,58918.78,140.4500119,419.5,419.5,0.0,0.0,02072023,1508,D3R023,,D
SI,D3R023,02/07/2023,505942,PNR:5DE132 VC:Rebate #59710,23314.7,7,23314.7,140.45,166,166,0.0,0.0,02072023,1508,D3R023,,H
SI,410010,02/07/2023,505942,PNR:5DE132 VC:Rebate #59710,23314.7,7,23314.7,140.45,166,166,0.0,0.0,02072023,1508,D3R023,,D
SI,D5A001,02/07/2023,505943,PNR:56A193 VC:crew,7028.12,7,7028.12,140.45004,50.04,50.04,0.0,0.0,02072023,1501,D5A001,,H
SI,,02/07/2023,505943,PNR:56A193 VC:crew,7028.12,7,7028.12,140.45004,50.04,50.04,0.0,0.0,02072023,1501,D5A001,,D
SI,D3CS01,02/07/2023,505944,PNR:56A26E,110955.5,7,110955.5,140.45,790,790,0.0,0.0,02072023,1501,D3CS01,,H
SI,,02/07/2023,505944,PNR:56A26E,110955.5,7,110955.5,140.45,790,790,0.0,0.0,02072023,1501,D3CS01,,D
SI,D3CS01,02/07/2023,505945,PNR:5B8924,78652,7,78652,140.45,560,560,0.0,0.0,02072023,1526,D3CS01,,H
SI,,02/07/2023,505945,PNR:5B8924,78652,7,78652,140.45,560,560,0.0,0.0,02072023,1526,D3CS01,,D
SI,D3C003,02/07/2023,505946,PNR:594BCE VC:email,468653.56,7,468653.56,140.45,3336.8,3336.8,0.0,0.0,02072023,1513,D3C003,,H
SI,410010,02/07/2023,505946,PNR:594BCE VC:email,468653.56,7,468653.56,140.45,3336.8,3336.8,0.0,0.0,02072023,1513,D3C003,,D
SI,D3CS01,02/07/2023,505947,PNR:575568,110955.5,7,110955.5,140.45,790,790,0.0,0.0,02072023,1501,D3CS01,,H
SI,,02/07/2023,505947,PNR:575568,110955.5,7,110955.5,140.45,790,790,0.0,0.0,02072023,1501,D3CS01,,D
SI,D3A021,02/07/2023,505948,PNR:5DEF05 VC:email,106882.45,7,106882.45,140.45,761,761,0.0,0.0,02072023,1501,D3A021,,H
SI,,02/07/2023,505948,PNR:5DEF05 VC:email,106882.45,7,106882.45,140.45,761,761,0.0,0.0,02072023,1501,D3A021,,D
SI,D3A021,02/07/2023,505949,PNR:56AC69 VC:email,106882.45,7,106882.45,140.45,761,761,0.0,0.0,02072023,1501,D3A021,,H
SI,,02/07/2023,505949,PNR:56AC69 VC:email,106882.45,7,106882.45,140.45,761,761,0.0,0.0,02072023,1501,D3A021,,D
SI,D3A021,02/07/2023,505950,PNR:568654 VC:email,140309.55,7,140309.55,140.45,999,999,0.0,0.0,02072023,1501,D3A021,,H
SI,,02/07/2023,505950,PNR:568654 VC:email,140309.55,7,140309.55,140.45,999,999,0.0,0.0,02072023,1501,D3A021,,D
SI,D3A021,02/07/2023,505951,PNR:5C19F4 VC:email,106882.45,7,106882.45,140.45,761,761,0.0,0.0,02072023,1501,D3A021,,H
SI,,02/07/2023,505951,PNR:5C19F4 VC:email,106882.45,7,106882.45,140.45,761,761,0.0,0.0,02072023,1501,D3A021,,D
SI,D3A021,02/07/2023,505952,PNR:5A50FB VC:email,382164.45,7,382164.45,140.45,2721,2721,0.0,0.0,02072023,1501,D3A021,,H
SI,,02/07/2023,505952,PNR:5A50FB VC:email,382164.45,7,382164.45,140.45,2721,2721,0.0,0.0,02072023,1501,D3A021,,D
SI,D3CS01,02/07/2023,505953,PNR:5F48D1,110955.5,7,110955.5,140.45,790,790,0.0,0.0,02072023,1501,D3CS01,,H
SI,,02/07/2023,505953,PNR:5F48D1,110955.5,7,110955.5,140.45,790,790,0.0,0.0,02072023,1501,D3CS01,,D
SI,D3A050,03/07/2023,505954,PNR:5C5C9A VC:File 80953,616224.38,7,616224.38,140.4500011,4387.5,4387.5,0.0,0.0,03072023,1513,D3A050,,H
SI,410010,03/07/2023,505954,PNR:5C5C9A VC:File 80953,616224.38,7,616224.38,140.4500011,4387.5,4387.5,0.0,0.0,03072023,1513,D3A050,,D
SI,D3CS01,03/07/2023,505955,PNR:537E8E,67977.8,7,67977.8,140.45,484,484,0.0,0.0,03072023,1501,D3CS01,,H
SI,,03/07/2023,505955,PNR:537E8E,67977.8,7,67977.8,140.45,484,484,0.0,0.0,03072023,1501,D3CS01,,D
SI,D3A050,03/07/2023,505956,PNR:5A2680 VC:File No. 81993,58834.51,7,58834.51,140.4500119,418.9,418.9,0.0,0.0,03072023,1501,D3A050,,H
SI,,03/07/2023,505956,PNR:5A2680 VC:File No. 81993,58834.51,7,58834.51,140.4500119,418.9,418.9,0.0,0.0,03072023,1501,D3A050,,D
SC,D3O023,03/07/2023,505957,PNR:5313E7 VC:1676,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,03072023,1501,D3O023,,H
SC,,03/07/2023,505957,PNR:5313E7 VC:1676,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,03072023,1501,D3O023,,D
SI,D3C040,03/07/2023,505958,PNR:59FB26 VC:DWFT735572,285928.11,7,285928.11,140.45,2035.8,2035.8,0.0,0.0,03072023,1513,D3C040,,H
SI,410010,03/07/2023,505958,PNR:59FB26 VC:DWFT735572,285928.11,7,285928.11,140.45,2035.8,2035.8,0.0,0.0,03072023,1513,D3C040,,D
SI,D3O023,03/07/2023,505959,PNR:5313E7 VC:1676,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,03072023,1501,D3O023,,H
SI,,03/07/2023,505959,PNR:5313E7 VC:1676,29417.25,7,29417.25,140.4499881,209.45,209.45,0.0,0.0,03072023,1501,D3O023,,D
